positionName,companyShortName,city,companySize,education,financeStage,industryField,salary,workYear,job_detail
新媒体电商运营 六险一金,政法频道,长沙,150-500人,本科,不需要融资,其他,6k-8k,1-3年,"
职位描述：
1，负责智慧长沙吃喝玩乐购公众号优选商城运营。包括品牌产品定位、用户增长、市场开拓、销售等全流程执行工作，提升平台影响力，达成经营指标；
2，负责用户需求调研和运营数据分析，制订和优化产品方案和运营策略，日常商品运营数据分析，及时调整商品售卖策略，确保销售额、消化率、折扣率、退货率等各项KPI指标的达成；?
3，整合内、外部资源，通过有效运营，提升产品市场占有率，扩大粉丝群规模，提高粉丝质量，策划事件营销，提升品牌声量；
4，负责社群搭建，策划营销活动，扩大社群影响范围，提升社群影响人数；
5，负责C端客户增长和裂变工作，产品用户体验优化，提升产品黏度及用户体验。
6，对店铺及产品访问量、转化率数据进行分析，提交效果统计分析报表，并实施改进方案。
招聘要求：
1，大专及以上学历；电子商务，市场营销等专业优先
2，有2年以上社交电商运营从业经验；熟悉社交电商运营模式、流程，有微商，直销，电商，社群操盘工作经验优先
3，较强的数据分析能力，善于从用户数据钟发现用户的深层需求
4，有责任心，思维活跃，很强的执行力和推动力
5，善于做规划，具有很强的统筹能力
6，Excel熟练、PS 基本熟悉
"
直播艺人,洋葱视频,长沙,500-2000人,不限,A轮,文娱丨内容,4k-8k,应届毕业生,"
曾在其他平台有直播经验者，月流水5w以上，优先条件面议1、不管你是普通小白还是秀场大咖，不管你是出众的颜值还是有趣的灵魂，我们都可以打专属的风格；我们需要你配合日常的短视拍摄影，这是作为你个人吸粉引流的一个重要辅助手段.我们需要把短视频制作获得的粉丝通过直播变现收入待遇：1、根据奋进音平台规则，艺人个人流水提成高达45%-50%，只要你接受运营协议安排，这**是一份轻松松月薪上万的工作2、抖音平台自主每日提现，不经过公司；公司成就：已经做出办公室小野，代古拉k，七舅脑爷等千万级ip平台优势：1、一直在做越音直播的数据分析，运营人员可根据艺人个人情况选择的播放时间段、进行直播间管控等；2、我们有专门的短视团队（导演、拍拍、修剪），制作适合艺人个人的短视频；3、抖音平台会给到经纪公司直播资源，这些资源是艺人个人无法享受的，比如给艺人推荐位、参与榜等活动工作内容：1、每天直播2小时以上，更具不同情况制定2、直播期间与粉互相运动，调动气，极展示自我；3、完成直播任务与直播间粉及游客进行沟通、互动，并抽粉刷礼物；4、极参与公司安排的前培训培训及宣传推广活动；
"
OTT运营编辑,芒果tv,长沙,500-2000人,本科,上市公司,文娱丨内容,8k-15k,1-3年,"
业务方向：
芒果TV大屏业务的视频方向，主要为智能电视与机顶盒

岗位职责：
负责芒果TV电视端内容日常运营和维护，主导内容的规划与实施，负责内容的排播、编辑、上线、专题策划等
负责内容垂直领域的探索和调研
建立内容数据库，做好内容分类、标签等、管理基础内容入库，通过数据分析制定运营策略，策划运营活动
利用算法开展用户匹配、个性化等自动化推荐工作，推动产品技术改进增强运营能力


任职要求：
1、具备影视、综艺、动漫、少儿等内容的审美能力，有一定的阅片量，对内容敏感，了解当下流行内容与人群的喜好
2、沟通能力强、逻辑清晰，可以很好的跨部门协作，具有强执行力
3、熟练使用图片处理工具，具备一定的数据分析处理能力，能利用数据分析提升运营效果
5、1年以上视频类产品or运营经验，本科以上学历，有电视、OTT、运营商经验者优先，有成功案例者优先
6、如果你是一名深刻理解运营、懂内容、懂产品，还能理解技术思维的达人的话，就把简历砸过来吧！
"
高级产品经理（用户等级与积分系统产品经理）,芒果tv,长沙,500-2000人,本科,上市公司,文娱丨内容,8k-16k,3-5年,"
【岗位职责】
1、负责积分体系与用户等级、积分商城策划运营等工作，提升用户活跃度及积分体系的覆盖率。
2、与技术团队紧密配合，快速高效推进产品设计、研发、运营及推广等工作。
【任职要求】
1、3年以上互联网产品策划或产品运营工作经验，熟悉需求跟进流程、版本管理工作，具备产品创新能力和良好的沟通表达能力；
2、有过用户类、社区类、增值业务类产品设计的产品经理优先考虑；
3、对内容行业了解并感兴趣，有在线视频类产品相关工作经验优先；
4、熟练掌握Axure、PS、PPT、数据分析等技能。
"
总编室总监,芒果tv,长沙,500-2000人,本科,上市公司,文娱丨内容,15k-20k,3-5年,"
【岗位职责】
1、带领团队负责芒果TV?OTT平台、湖南IPTV平台、牛奶OS平台运营与经营规划，制定并分解相关平台营收指标与运营指标，协同部门资源、中心资源与公司资源推动相关指标实现；????????????????????????????????????????????????????????????????????????????????????????????????????????????
2、对中心平台运营制度与运营策略进行规划与监督执行，对平台运营工作与项目管理工作进行统筹调度，对公司相关运营资源进行协调联动，对大屏内容、产品及相关行业资源合作进行规划与管理；?????????????????????????????????????????????????????????????????
3、以精细化运营策略，把控首页版面氛围和运营质量，带领团队支撑各平台首页运营，统筹调度首页相关资源需求，实现首页营收与运营转化目标；??????????????????????????????????????????????????????????????????????????????????????????????????????????????
4、关注自身各平台产品和行业竞品用户体验，带领团队进行行业竞品研究，规划和响应数据分析与平面设计需求，推进运营后台效率优化，与产品技术团队协同优化平台整体产品体验；??????????????????????????????????????????????????????????????????????????????????????
5、带领团队规划与实施中心业务品牌推广工作，梳理中心业务宣传需求，协同公司品牌推广部资源，实现平台品牌效益与业务宣传效益。

【任职要求】
1、2年以上运营管理经验，5年以上视频媒体相关经验；
2、有较强的策划能力和敏锐的热点嗅觉，具备成熟的平台运营方法体系；
3、具备良好的组织及沟通能力，有丰富的项目和团队管理经验；
4、有责任心和创新的心态，良好的敬业与合作精神；能承受较大的工作压力。
"
短视频后期制作,芒果tv,长沙,500-2000人,本科,上市公司,文娱丨内容,6k-10k,1-3年,"
岗位职责：
1、参与公司短视频的创意与策划；
2、根据IP账号人设、策划和脚本完成短视频的拍摄、剪辑和包装;
3、负责公司短视频账号(抖音,快手等平台)的后期运营与维护;
4、负责短视频内容的素材收集,产出年轻用户喜欢的视频内容;
5、负责为短视频把控主视觉，通过视觉设计包装给内容赋予情感化；
任职要求：
1、拥有成熟的短视频案例以及账号运营经验；
2、具备优秀的视频制作剪辑能力及创意内容策划能力，了解主流短视频平台特点及内容运营情况；
3、有1年以上的新媒体行业经验，熟练掌握PR、AE等视频剪辑软件，具备一定的运营数据分析能力和娴熟的文案提炼能力；
4、能根据创意主题内容出拍摄架构，独立完成拍摄执行和后期制作，会摄像优先。
5、团队合作意识强，责任心强，表达能力强，审美良好，视角独特，思维活跃，拥有独处心裁的创意。
"
平台运营部教育频道总监,芒果tv,长沙,500-2000人,本科,上市公司,文娱丨内容,15k-25k,不限,"
岗位名称：
1、负责教育频道（芒果TV OTT/IPTV平台）运营管理工作，规划芒果教育板块成长路径，承担芒果教育板块相关营收指标。
2、带领团队对接线上线下教育合作方，打造大屏教育内容生态，制定教育内容合作引入模式，快速拓展线上线下相关大屏教育资源，完善大屏平台教育模式。
3、关注长期品牌建设和宣传营销，带领团队完成芒果教育板块内容宣推计划和后续执行。
4、关注教育行业与竞品动态，重视产品体验和用户反馈，致力于打造全国领先的大屏教育产品。
5、带领团队尝试多种大屏教育内容播出和互动模式，积累教育内容团队运营经验，持续提升运营效果，达成相关团队运营目标。
?
任职要求：
1.具有2年以上团队管理经验，擅长对合作方等外部沟通协作和共创，熟悉并热爱教育行业，了解家庭人群各年龄段教育需求，有教育行业公司工作经验者及行业人脉者优先；
2.具备良好的数据分析能力，对数据非常敏感，善于从数据趋势中发现问题及时调整运营策略，对用户增长有深度理解，善于针对目标找到增长路径；
3.有较强的策划能力和敏锐的热点嗅觉，具备成熟的平台运营方法体系；????????????????????
4.具备良好的组织及沟通能力，有丰富的项目和团队管理经验；??????
5.有责任心和创新的心态，良好的敬业与合作精神，能承受较大的工作压力。
"
棋牌游戏产品经理,芒果tv,长沙,500-2000人,本科,上市公司,文娱丨内容,10k-18k,3-5年,"
岗位职责：
1、负责公司棋牌类相关产品的策划设计与管理工作，制定产品特色化方案；
2、收集整理用户建议及产品缺陷，提出意见，推动产品质量持续改善；
3、负责业务运营数据分析及市场行业信息收集、文案撰写及竞争对手分析；
4、对市场发展趋势有敏锐的洞察力，能够深刻把握用户的心理；
5、协调美术、研发及其他部门完成既定工作目标；
6、参与相关产品的测试并提出改进计划。
任职要求：
1、本科以上学历，具有IT行业或游戏行业3年以上策划及相关工作经验(能力较强可放宽学习要求)；
2、对市面腾讯系，博雅系，JJ系类棋牌游戏产品的特色、玩法及其发展历史有深度和广度的了解；
3、熟悉游戏制作的流程及各个环节，并对游戏市场及行业发展有清晰认识；
4、具备优秀的创造力和想象力，具有深厚的文学功底和文字组织、表达能力；
5、喜爱棋牌类游戏，在某类游戏有较深造诣且可理论总结者优先。
"
会员内容运营,芒果tv,长沙,500-2000人,本科,上市公司,文娱丨内容,7k-12k,不限,"
工作职责：
1、制定剧综项目会员内容运营计划并跟踪执行；对项目运营创新及各项数据指标负责；
2、负责会员衍生节目、权益内容策划、开发，与节目/剧制作团队建立紧密联系；
3、调度相关部门支持，投入推广资源，挖掘内容营销点，保障内容项目收入达到制定目标；
4、项目更新期间的内容质量把控，扩大项目付费驱动，做多样化、差异化运营；
5、定期对运营项目进行数据追踪、舆情分析、竞品监测，基于数据优化运营方法及内容策略。
?
任职要求：
1.大学本科或以上学历，具有视频平台内容运营经验，有项目管理经验、熟悉综艺/剧集项目的运作流程及运营思路者优先；
2.热爱剧综，对视频网站剧综内容涉猎广泛，对剧综内容有独立的思考和判断，擅于挖掘热点和话题点进行相关策划运营；
3.熟悉PS、Edius等图片、视频处理软件的使用。
4.具有良好的沟通能力、执行能力，以及一定的数据分析能力，逻辑清晰，做事细致有条理；
5.具有高度的敬业精神，主动积极的工作态度，能适应高强度的视频网站工作节奏。
"
体育频道执行主编,芒果tv,长沙,500-2000人,本科,上市公司,文娱丨内容,15k-25k,5-10年,"
职位介绍：
1、带领团队负责体育频道（芒果TV OTT/IPTV平台）运营管理工作，规划与实现芒果TV大屏体育频道相关营收指标；
2、带领团队对接体育板块内容合作方，打造大屏体育内容生态，梳理完善体育内容直播流程，完善大屏平台体育模式。
3、关注长期品牌建设和宣传营销，带领团队完成芒果体育板块内容宣推计划和后续执行；
4、善于沟通协调，协同公司内外内容制作、内容营销和渠道变现团队支持配合共同达成垂直频道变现目标；?
5、带领团队尝试多种大屏体育内容播出和互动模式，积累体育内容团队运营经验，持续提升运营效果，达成相关团队运营目标。
?
任职要求：
1.具有2年以上团队管理经验，擅长对合作方等外部沟通协作和共创，熟悉并热爱体育行业，熟悉体育赛事直播全流程；?????????????????????????
2.具备良好的数据分析能力，对数据非常敏感，善于从数据趋势中发现问题及时调整运营策略，对用户增长有深度理解，善于针对目标找到增长路径；
3.有较强的策划能力和敏锐的热点嗅觉，具备成熟的平台运营方法体系；?????????????????
4.具备良好的组织及沟通能力，有丰富的项目和团队管理经验；???????????????????????????
5.有责任心和创新的心态，良好的敬业与合作精神，能承受较大的工作压力。
"
运营编辑,芒果tv,长沙,500-2000人,本科,上市公司,文娱丨内容,7k-10k,不限,"
岗位职责：
1）负责广东项目内容更新、注入、编目等基础运营工作。
2）负责广东项目平台首页推荐位更换、专题上线。
3）负责广东项目内容上下线以及内容片单整理。
4）负责广东项目相关重点IP内容上线、推荐，以及内容策划。
5）负责广东项目内容审核及剪辑提报工作。
6）负责广东项目每周/月/年的运营数据整理与分析。
7）负责广东项目节目上线之后的数据分析，定期对用户订购、行为数据等、同行竞品分析，适当的改进运营策略和方法。
8）根据热播剧、节假日、热点等，进行专题及营销活动的整体规划。
9）负责广东项目活动上线前的方案报备，上线中的内容调整，活动后的总结分析等。
10）落实服务质量考核要求，保证本地支撑符合局方要求。
岗位要求：
全日制大学本科及以上学历。工作经验：有一定的相关行业经验，了解大屏行业市场优先。
1）熟练运用office等系列办公软件，进行文档编辑和排版；熟悉Adobe photoshop软件，能够制作一般海报，掌握Edious、Adobe Premiere等视频编辑软件相关技巧。
2）语言表达能力强，能够准确理解并表达需求。
3）对行业热点敏感度高，对时下影视、少儿、综艺等内容有较强的观察和预判能力；有较好的运营思路及活动策划能力。
"
平台运营,益丰大药房,长沙,2000人以上,大专,上市公司,"电商,医疗丨健康",5k-7k,1-3年,"
岗位职责：
1、针对负责的产品特性，提取卖点对宝贝详情进行精包装；2、分析用户的购买数据，总结数据对相应商品进行关联搭配组合营销；3、回复客户评论并根据评论总结分析优化输出相应解决方案；?4、对节日、时令、事件具有敏感的嗅觉，策划出相应的促销活动，执行与配合天猫官方相关营销活动；5、优化产品关键词、库存和产品线，优化店铺及产品品排名，提出应用方案，提高入店流量，增大点击率、浏览率、转化率、客单价；6、根据阶段销售任务和目标，分解任务并形成具体的阶段运营方案；

任职要求：
1、1年以上天猫淘宝店铺运营经验、1年以上医药类行业经验者优先；2、精通淘宝天猫规则、后台、营销工具及各类数据分析总结；3、对淘宝网会员的购物习惯和购物心理有独特见解者；
"
B2C平台运营,益丰大药房,长沙,2000人以上,大专,上市公司,"电商,医疗丨健康",4k-7k,1-3年,"
        岗位职责：
1、针对负责的产品特性，提取卖点对宝贝详情进行精包装；
2、分析用户的购买数据，总结数据对相应商品进行关联搭配组合营销；
3、回复客户评论并根据评论总结分析优化输出相应解决方案； 
4、优化产品关键词、库存和产品线，优化店铺及产品品排名，提出应用方案，提高入店流量，增大点击率、浏览率、转化率、客单价；

任职要求：
1、有天猫淘宝店铺运营经验或医药类行业经验者优先；
2、了解淘宝天猫规则、后台、营销工具及各类数据分析总结；
3、对淘宝网会员的购物习惯和购物心理有独特见解者；
        "
天猫推广运营主管/经理,益丰大药房,长沙,2000人以上,大专,上市公司,"电商,医疗丨健康",7k-12k,3-5年,"
        岗位职责:
1、负责品牌全盘推广操盘，爆款打造，策划、制定和实施淘内店铺及产品推广方案，负责淘内各店铺直通车、钻展、淘宝客等推广工具的优化和执行，监控效果并提出建议，优化广告效率，提高店铺点击率、浏览量和转化率，完成店铺目标销售额；
2、负责渠道其他推广资源和新推广渠道开发，如小红书、抖音、火山等；
3、定期收集、分析市场数据，监控和评估推广营销效果，及时提出优化改进建议；
4、负责阿里平台数据相关工具（例数据银行）等的运维，为品牌分析、推广人群等公司其他模块提供相关数据支撑；
任职资格:
1、资质：大专以上学历，专业不限；
2、经验：3年以上推广相关经验；
3.专业能力：了解网络数据分析，具备较强的逻辑思维、调研及数据分析能力；
4.通用能力：学习和沟通能力强，执行力强，有较强的团队合作意识。有一定的文字功底，能撰写编辑广告文案；
        "
电商推广经理,益丰大药房,长沙,2000人以上,大专,上市公司,"电商,医疗丨健康",8k-15k,3-5年,"
岗位职责:?
1、负责品牌全盘推广操盘，爆款打造，策划、制定和实施淘内店铺及产品推广方案，负责淘内各店铺直通车、钻展、淘宝客等推广工具的优化和执行，监控效果并提出建议，优化广告效率，提高店铺点击率、浏览量和转化率，完成店铺目标销售额；
2、负责渠道其他推广资源和新推广渠道开发，如小红书、抖音、火山等；?
3、定期收集、分析市场数据，监控和评估推广营销效果，及时提出优化改进建议；?
4、负责阿里平台数据相关工具（例数据银行）等的运维，为品牌分析、推广人群等公司其他模块提供相关数据支撑；
任职资格:?
1、资质：大专以上学历，专业不限；?
2、经验：3年以上推广相关经验；?
3.专业能力：了解网络数据分析，具备较强的逻辑思维、调研及数据分析能力；?
4.通用能力：学习和沟通能力强，执行力强，有较强的团队合作意识。有一定的文字功底，能撰写编辑广告文案；
"
天猫店长,益丰大药房,长沙,2000人以上,大专,上市公司,"电商,医疗丨健康",5k-10k,3-5年,"
        岗位职责： 
1、天猫官方旗舰店店铺运营，运营数据分析整理（商品，销售，流量）；
2、市场及竞品追踪及分析；
3、店铺年度销售拆解，活动策划，推广拆解；
4、与品牌方及小二的沟通工作；
5、监督店铺自有活动以及官方活动的报名及准确度，资源争取，站内资源置换等；
6、完成后台数据分析汇总；
7、运营知识扎实，有问题解决及方案提报经验； 

任职要求： 
1、本科以上学历，有2年以上天猫店运营经验；
2、有较强的EXCEL处理能力和较强的逻辑分析能力；
3、有一定店铺运营能力；
4、有较强团队协作能力，热爱电商，有责任心，沟通表达能力强；
5、有团队管理能力。
        "
商品运营,益丰大药房,长沙,2000人以上,大专,上市公司,"电商,医疗丨健康",4k-8k,1-3年,"
        岗位职责：
1、针对负责的产品特性，提取卖点对宝贝详情进行精包装；
2、分析用户的购买数据，总结数据对相应商品进行关联搭配组合营销；
3、回复客户评论并根据评论总结分析优化输出相应解决方案； 
4、对节日、时令、事件具有敏感的嗅觉，策划出相应的促销活动，执行与配合天猫官方相关营销活动；
5、优化产品关键词、库存和产品线，优化店铺及产品品排名，提出应用方案，提高入店流量，增大点击率、浏览率、转化率、客单价；
6、根据阶段销售任务和目标，分解任务并形成具体的阶段运营方案；

任职要求：
1、1年以上天猫淘宝店铺运营经验、1年以上医药类行业经验者优先；
2、精通天猫、京东规则、后台、营销工具及各类数据分析总结；
3、对淘宝网会员的购物习惯和购物心理有独特见解者；
        "
综艺会员运营,芒果tv,长沙,500-2000人,本科,上市公司,文娱丨内容,7k-12k,3-5年,"
岗位职责：
1、负责综艺节目的会员运营工作，制定综艺项目会员运营计划并推动执行，包括页面运营、专题策划、互动活动策划、舆情监控、用户向运营等，对综艺节目会员收入负责；
2、对接节目组、品宣、综艺频道及渠道推广等，与相关部门协同促进核心指标提升；
3、通过对综艺项目的各项数据指标监测，结合项目特点分析，进行运营手段的创新，提升项目收入；
4、参与综艺项目评估，参与综艺衍生节目策划，协同推动会员内容创新增量。
任职要求：
1、大学本科或以上学历，具有视频平台内容运营经验，有项目管理经验、熟悉综艺节目的运作流程及运营思路者优先；
2、热爱综艺节目，对视频网站综艺内容涉猎广泛，对综艺节目有独立的思考和判断，擅于挖掘热点和话题点进行相关策划运营；
3、熟悉PS、Edius等图片、视频处理软件的使用；
4、具有良好的沟通能力、执行能力，以及一定的数据分析能力，逻辑清晰，做事细致有条理；
5、具有高度的敬业精神，主动积极的工作态度，能适应高强度的视频网站工作节奏。
"
运营推广/广告优化,钱源传媒,长沙,50-150人,大专,不需要融资,"移动互联网,电商",5k-10k,不限,"
岗位职责：
1、负责互联网广告投放策略和优化，文案策略制定及执行；

2、在客户广告服务期间，负责各平台渠道（今日头条、腾讯、百度、360、搜狐、新浪等）、SEM账户的优化工作，包括创意构思、内容优化、数据分析等；

3、分析不同用户人群的特点和偏好，调整广告创意，找到最优质的策略；

4、监控和研究竞争对手及其他网站营销策略，提出调整方案，不断优化创意，提高ROI。

任职要求：
1、广告学，市场营销，计算机，电子商务等相关专业优先；

2、一年以上广告运营推广策划相关的工作经验，熟悉【新媒体平台】或者【SEM竞价】；

3、精通办公软件，了解各大互联网媒体以及人群特征；互联网思维活跃，对互联网感兴趣；

4、抗压能力强，有良好的团队协作、沟通和数据分析能力，做事积极主动，有强烈的责任心，有敬业精神，细致认真。

5、应届毕业生可择优录取，但仅招全职实习生。
"
速卖通销售专员,环金网络,长沙,500-2000人,大专,A轮,电商,4k-8k,不限,"
        环金科技诚邀您的加入！我们为每一位员工提供：

薪酬福利：

1、薪资：底薪+绩效+提成/奖金，还有年度调薪机制；

2、奖金：销售TOP奖、客服明星奖、爆款奖、全勤奖、优秀团队国外旅游等；

3、入职即购买五险一金；

4、年轻化的团队，公司氛围轻松愉悦；

5、公司园区提供食堂就餐，菜品丰富，也可选择自带便当，公司提供微波炉，并安排专人热饭；

6、中高档小区居家式宿舍，临近公司并且配备空调、冰箱、洗衣机等家电让员工享受家的温馨；

7、7.5小时/天工作时长，加班提供补贴；依法享有国家规定的各种法定节假日，另外还有带薪年假、婚假、产假等；

8、每月都有茶话会和生日会，节假日礼品多多；

9、有五大俱乐部，公司提供经费让您工作之余尽情玩乐！不定期外出旅游，举办文娱活动（团队体育活动、公司年会、拓展训练等），部门活动（聚餐、K歌、烧烤、漂流、登山、露营等）。

10、发展晋升：运营专员--运营见***--运营组长--运营主管（）

岗位职责：

1、负责独立操作和运营亚马逊平台，确保账号安全及推进销售计划完成；

2、针对所负责店铺进行维护管理，产品上架及优化等；

3、对产品进行站内促销和推广设置以及效果分析；

4、利用各种营销技巧，提高产品曝光率及转化率；

5、调查分析市场及竞争对手状况, 熟悉产品与市场，制定销售策略。

任职要求：

1、大专及以上学历，英语CET-4及以上，专业不限；

2、良好的团队合作意识，沟通能力和执行力，工作主动性强，能承受较大工作压力；

3、具备较强的市场判断能力、营销策划能力、解决问题能力及数据分析能力，善于分析平台及竞品数据；

4、需运营经验，或有爆款案例，待遇可面议。



工作时间：大小周工作制，上午9：00-12:00 下午13:30-18：00

工作地址：长沙市开福区湘江北路369号金霞跨境产贸园澳新馆3楼
        "
数据分析工程师,中地行,苏州,50-150人,本科,不需要融资,"数据服务,移动互联网",8k-15k,1-3年,"
岗位描述：1、负责银行数据分析模型的建立、调优和迭代；2、负责银行数据的清洗加工；3、负责各类数据指标加工处理；任职资格:1、大学本科及以上学历，金融、经济、数学、统计、计算机等相关专业优先；2、熟练使用一种统计软件(SAS/SPSS等)；3、会编写SQL查询语句，掌握Python语言；4、思路敏捷，有较强的文字表达能力、沟通能力和调研分析能力；5、有较强的学习能力、工作规划能力，能够承受较大的工作压力，适应多任务工作；6、能够接受外派。
"
数据分析工程师,神彩科技,苏州,150-500人,本科,不需要融资,数据服务,8k-12k,1-3年,"
岗位要求：
本科及以上学历，计算机、数学、统计学；
1.具有丰富的SQL经验；
2.数据分析能力，2年以上数据分析经验，熟练使用Excel和SQL,熟悉R、Python、SPSS之一;有风险分析、预警分析等经验。
3.优秀的模型构建能力，精通常见算法，良好的编程能力。
4.具备良好的逻辑思维能力，善于分析问题，能高效解决问题，沟通交流能力强。
5.有使用数据可视化软件的经验，如Jupyter、Tableau、永洪BI、DATAV等；
加分项：
有服务政府端，对环境信息化有所了解。
有服务企业客户，对企业经营有所了解。
"
数据分析师,同程旅行,苏州,2000人以上,本科,上市公司,旅游,15k-30k,3-5年,"
工作职责：
1、本地生活业务数据分析，订单、营收、用户分级、留存、运营等策略方向分析；
2、推进产品运营落地；
3、快速定位数据问题，并提出改进意见；
4、配合产品、运营、商务定制数据报表，提高工作效率，节省业务时间。

任职要求
1、本科及以上学历，计算机、统计学等相关专业优先，了解餐饮、电商行业优先；
2、有2年及以上数据相关工作岗位的工作经验；
3、具备出色的逻辑思维能力和沟通能力，抗压能力和学习能力强；
4、对业务逻辑有良好的数据敏感度，将数据灵活运用支持产品运营决策；
5、精通Excel、PPT，熟练SQL，具有良好分析报告撰写能力。
        "
高级数据分析师,K2DATA,苏州,150-500人,本科,B轮,数据服务,15k-30k,3-5年,"
岗位说明：
1.?针对重点工业行业（能源，石化，汽车，钢铁、轮胎等）的智能制造与工业互联网的需求，深入了解业务需求，运用数据分析/数据挖掘技术解决客户的实际问题。
2.?基于数据平台产品，建立数据标准、进行数据清洗、建立数据分析、预测或优化模型、并负责与团队一起负责数据分析应用的开发和落地实施。
3.?对具有共性的数据分析模型和行业应用进行抽象与研究，支撑数据分析产品的开发和在数据平台的应用。
?
岗位要求：
1.?独立定义和解决工业行业相关的数据分析/数据挖掘问题的能力，具有清晰的系统思维逻辑和共性抽象能力
2.?精通数据清洗、统计分析和常用数据挖掘/机器学习算法，有丰富的工业数据分析相关的实际项目经验
3.?至少精通一种数据分析语言（如Python,?R,?MATLAB等），及其相应的算法包（如Python的numpy, pandas, sklearn, tsfresh, matplotlib, seaborn, pyecharts等）
4.?有良好的客户沟通、业务咨询、团队合作与项目管理能力
5.?有一定程序开发经验（如Python, Web, Java等），熟悉面向对象的设计
6.?熟悉常用数据库、大数据、并行化计算等相关技术和工具，如Spark, Hadoop等
7.?熟悉信号处理、优化算法、时序数据分析、深度学习等算法
8.?3年以上工作经验

优先条件：
1.?工业专业教育背景或者工作经历（如自动化、机械、电气、石化、能动、电子等）
2.?熟悉工业流程、工业通信协议，SCADA/MES/PLM等工业软件
3.?了解精益生产、六西格玛等概念及相应数据分析工具
"
数据分析助理,美能华智能科技,苏州,15-50人,大专,A轮,"企业服务,人工智能",4k-6k,不限,"
        岗位职责：
1、负责数据的整理和分析、为人工智能模型提供文字的标注数据集支持；
2、与算法工程师，产品经理进行协作，对数据分析和标注过程中遇到的问题进行答疑、总结，保证项目高质量交付；
3、参与项目标准的制定及迭代；
4、协调把控项目工作进度，并定期汇报。

岗位要求：
1、专科及以上；
2、有数据标注行业背景最佳；
3、沟通能力强，能与协作方高效沟通；
4、有强烈的责任心，有一定的总结能力和推动问题解决能力；
5、愿意接受新鲜事物，思维敏捷，能适应快节奏高标准的工作要求。

"
数据分析工程师（银行）,中地行,苏州,50-150人,本科,不需要融资,"数据服务,移动互联网",12k-24k,不限,"
        岗位职责：
1、负责银行数据分析模型的建立、调优和迭代；
2、负责银行数据的清洗加工；
3、负责各类数据指标加工处理；

任职要求:
1、大学本科及以上学历，金融、经济、数学、统计、计算机等相关专业优先；
2、熟练使用SAS统计软件；
3、会编写SQL查询语句，掌握Python语言；
4、思路敏捷，有较强的文字表达能力、沟通能力和调研分析能力；
5、有较强的学习能力、工作规划能力，能够承受较大的工作压力，适应多任务工作；
6、能够接受外派；
7、有软件工程师证书、SAS证书、OCP证书、PMP证书者优先。
        "
数据分析岗,昆山农商银行,苏州,500-2000人,本科,未融资,金融,12k-24k,1-3年,"
        工作职责:
1、根据业务进行数据集市与主维度模型的设计与建设，规范数据治理体系；
2、数据研发和数据仓库建模工作，助力数据驱动决策；
3、ETL 、数据处理、数据建模、数据分析及挖掘等工作；
4、业务数据埋点、指标体系建设、报表建设等工作；
5、参与海量数据存储、计算、查询等系统构建相关工作；
6、领导交办的其他事项。
任职资格:
1、学历要求：全国普通高等院校或国际院校全日制本科及以上学历（附件请上传有效期内的学信网注册备案表）；
2、专业要求：计算机、电子信息、财经类相关专业；
3、年龄要求：年龄不超过35周岁（1985年1月1日以后出生）；
4、工作经验：3年以上大数据开发经验；熟悉数据仓库/数据集市建模方法论，有相关项目经验；有过图数据开发，有分布式图数据库实战经验者优先；有过数据挖掘场景实战经验者优先；
5、能力素质：熟悉linux操作，精通sql与调优，熟练python/java/shell其中一项；熟悉常用开源分布式系统，对Hadoop/Hive/Spark/Hbase中的一项或多项有一定了解；
6、综合素质：良好的团队精神和合作意识，强烈的责任心，能吃苦耐劳，有一定的文档能力。
7、其他：品行端正，诚实守信，遵纪守法，身心健康，无不良行为记录。具有良好的个人品质和职业操守，认同银行企业文化和价值观，愿意履行银行员工的义务和岗位职责。 
应聘人员应同时具备以上条件，对于工作能力及工作业绩特别优秀的，可适当放宽条件。
        "
数据分析师,苏州瑞鹏信息技术有限公司,苏州,50-150人,硕士,不需要融资,"移动互联网,数据服务",12k-24k,1-3年,"
        1、日常数据监控，包括日报设计、开发、维护等，完善数据报表体系，及时准确监控运营状况，并提供专业分析报告； 2、针对运营环节中的问题、薄弱环节和漏洞，做详细分析报告以及优化方案的推进执行； 3、参与数据挖掘模型的构建、维护、部署和评估，构建用户数据模型，挖掘用户属性及用户喜好等需求，为业务运营提供支持； 4、数据驱动运营，通过业务数据分析得到有价值的信息，为公司运营决策、产品方向、运营策略提供数据支持。 任职要求： 1、硕士及以上学历，统计、数学等专业背景优先； 2、一年（含）以上数据分析或运营管理的相关工作经验； 3、对数据驱动业务有深入理解，有很强的数据处理及数理统计分析能力，对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力； 4、有数据统计和数据挖掘专业知识，具备利用数据分析问题、解决问题的能力；使用过逻辑回归、神经网络、决策树、聚类等的一种或多种建模方法； 5、精通使用数理统计、数据分析、数据挖掘工具软件（SAS、SPSS、Eviews、R、Python等的一种或多种），精通SQL，熟悉数据采集，具备大数据处理能力，掌握Hive等相关数据工具； 6、熟悉报表工具，并可以熟练设计并开发报表，精通PowerBI等BI报表工具优先； 7、具有大数据行业项目经验的相关经验者优先考虑，有用户行为数据分析经验者优先； 8、强烈的责任心及抗压能力，工作细致有条理，善于学习； 9、能够参与团队合作，积极进取，踏实勤奋。
        "
