来源,工单编号,工单状态,接单时间,派单时间,维修时间,修复时间,现场分类,电网分类
电话,12902,已核实,2021/12/6 7:32,2021/12/6 7:32,2021/12/6 7:49,2021/12/6 8:11,郊区,西班牙电网
电话,12903,已核实,2021/12/6 7:30,2021/12/6 7:30,2021/12/6 7:59,2021/12/6 8:34,郊区,西班牙电网
电话,12904,已核实,2021/12/6 7:30,2021/12/6 7:30,2021/12/6 8:26,2021/12/6 8:42,郊区,法国电网
电话,12905,已核实,2021/12/6 7:22,2021/12/6 7:23,2021/12/6 7:37,2021/12/6 8:08,城市,法国电网
网络,12906,已核实,2021/12/6 7:20,2021/12/6 7:24,2021/12/6 7:40,2021/12/6 7:52,郊区,德国电网
电话,12907,已核实,2021/12/6 7:16,2021/12/6 7:17,2021/12/6 7:21,2021/12/6 7:52,郊区,西班牙电网
电话,12908,已核实,2021/12/6 7:12,2021/12/6 7:12,2021/12/6 7:27,2021/12/6 7:49,城市,德国电网
电话,12909,已核实,2021/12/6 7:11,2021/12/6 7:11,2021/12/6 7:23,2021/12/6 7:28,城市,德国电网
电话,12910,已核实,2021/12/6 6:59,2021/12/6 7:00,2021/12/6 7:17,2021/12/6 8:15,城市,西班牙电网
电话,12911,已核实,2021/12/6 6:58,2021/12/6 6:59,2021/12/6 7:10,2021/12/6 8:31,郊区,德国电网
电话,12912,已核实,2021/12/6 6:50,2021/12/6 6:50,2021/12/6 7:05,2021/12/6 14:24,城市,比利时电网
电话,12913,已核实,2021/12/6 6:49,2021/12/6 6:51,2021/12/6 7:00,2021/12/6 8:43,城市,比利时电网
电话,12914,已核实,2021/12/6 6:47,2021/12/6 6:48,2021/12/6 7:01,2021/12/6 8:02,郊区,法国电网
网络,12915,已核实,2021/12/6 6:41,2021/12/6 6:41,2021/12/6 6:54,2021/12/6 8:07,城市,西班牙电网
电话,12916,已核实,2021/12/6 6:25,2021/12/6 6:26,2021/12/6 6:32,2021/12/6 6:43,城市,比利时电网
电话,12917,已核实,2021/12/6 6:06,2021/12/6 6:06,2021/12/6 6:15,2021/12/6 6:17,城市,法国电网
电话,12918,已核实,2021/12/6 5:49,2021/12/6 5:49,2021/12/6 6:04,2021/12/6 7:04,郊区,比利时电网
电话,12919,已核实,2021/12/6 5:38,2021/12/6 5:38,2021/12/6 5:55,2021/12/6 6:15,城市,法国电网
电话,12920,已核实,2021/12/6 5:05,2021/12/6 5:32,2021/12/6 6:16,2021/12/6 6:38,郊区,德国电网
电话,12921,已核实,2021/12/6 3:00,2021/12/6 3:02,2021/12/6 3:04,2021/12/6 3:07,郊区,意大利电网
电话,12922,已核实,2021/12/6 2:08,2021/12/6 2:08,2021/12/6 2:14,2021/12/6 2:30,郊区,法国电网
电话,12923,已核实,2021/12/6 2:07,2021/12/6 2:20,2021/12/6 2:28,2021/12/6 3:04,郊区,西班牙电网
电话,12924,已核实,2021/12/6 1:20,2021/12/6 1:27,2021/12/6 1:29,2021/12/6 1:35,城市,意大利电网
电话,12925,已核实,2021/12/6 1:18,2021/12/6 1:18,2021/12/6 1:25,2021/12/6 1:39,郊区,法国电网
电话,12926,已核实,2021/12/6 1:18,2021/12/6 1:18,2021/12/6 2:06,2021/12/6 2:56,郊区,比利时电网
电话,12927,已核实,2021/12/6 0:24,2021/12/6 0:37,2021/12/6 0:38,2021/12/6 1:57,郊区,德国电网
电话,12928,已核实,2021/12/6 0:16,2021/12/6 0:49,2021/12/6 0:50,2021/12/6 1:32,郊区,德国电网
电话,12929,已核实,2021/12/6 0:14,2021/12/6 0:25,2021/12/6 0:35,2021/12/6 0:37,郊区,西班牙电网
电话,12930,已核实,2021/12/5 23:30,2021/12/5 23:30,2021/12/5 23:53,2021/12/6 0:37,城市,荷兰电网
电话,12931,已核实,2021/12/5 23:05,2021/12/5 23:05,2021/12/5 23:19,2021/12/5 23:42,郊区,法国电网
电话,12932,已核实,2021/12/5 22:30,2021/12/5 22:30,2021/12/5 22:37,2021/12/5 22:42,郊区,法国电网
电话,12933,已核实,2021/12/5 22:28,2021/12/5 22:29,2021/12/5 22:44,2021/12/5 22:44,城市,比利时电网
电话,12934,已核实,2021/12/5 22:22,2021/12/5 22:26,2021/12/5 22:29,2021/12/5 23:24,郊区,西班牙电网
电话,12935,已核实,2021/12/5 22:09,2021/12/5 22:10,2021/12/5 22:33,2021/12/5 22:36,城市,比利时电网
电话,12936,已核实,2021/12/5 22:09,2021/12/5 22:09,2021/12/5 22:11,2021/12/5 22:36,城市,荷兰电网
电话,12937,已核实,2021/12/5 22:07,2021/12/5 22:07,2021/12/5 22:22,2021/12/5 22:47,城市,法国电网
电话,12938,已核实,2021/12/5 21:55,2021/12/5 21:58,2021/12/5 22:10,2021/12/5 22:43,城市,丹麦电网
电话,12939,已核实,2021/12/5 21:51,2021/12/5 21:58,2021/12/5 22:08,2021/12/5 22:39,郊区,西班牙电网
电话,12940,已核实,2021/12/5 21:44,2021/12/5 21:45,2021/12/5 22:13,2021/12/5 22:14,城市,西班牙电网
电话,12941,已核实,2021/12/5 21:40,2021/12/5 21:40,2021/12/5 21:48,2021/12/5 22:07,特殊边远山区,比利时电网
电话,12942,已核实,2021/12/5 21:35,2021/12/5 21:38,2021/12/5 22:02,2021/12/5 22:07,郊区,西班牙电网
电话,12943,已核实,2021/12/5 21:33,2021/12/5 21:35,2021/12/5 22:07,2021/12/5 22:30,郊区,比利时电网
网络,12944,已核实,2021/12/5 21:33,2021/12/5 21:35,2021/12/5 21:40,2021/12/5 21:52,城市,法国电网
电话,12945,已核实,2021/12/5 21:32,2021/12/5 21:33,2021/12/5 22:19,2021/12/5 22:23,郊区,德国电网
电话,12946,已核实,2021/12/5 21:30,2021/12/5 21:30,2021/12/5 21:42,2021/12/5 22:25,城市,法国电网
电话,12947,已核实,2021/12/5 21:19,2021/12/5 21:37,2021/12/5 21:48,2021/12/5 22:12,郊区,荷兰电网
电话,12948,已核实,2021/12/5 21:19,2021/12/5 21:19,2021/12/5 21:30,2021/12/5 21:46,城市,荷兰电网
网络,12949,已核实,2021/12/5 21:18,2021/12/5 21:22,2021/12/5 21:32,2021/12/5 22:33,城市,法国电网
电话,12950,已核实,2021/12/5 21:16,2021/12/5 21:17,2021/12/5 21:44,2021/12/5 22:00,城市,丹麦电网
电话,12951,已核实,2021/12/5 21:15,2021/12/5 21:15,2021/12/5 21:36,2021/12/5 21:37,城市,荷兰电网
电话,12952,已核实,2021/12/5 21:11,2021/12/5 21:12,2021/12/5 21:31,2021/12/5 22:19,郊区,比利时电网
电话,12953,已核实,2021/12/5 20:59,2021/12/5 21:00,2021/12/5 21:21,2021/12/5 21:28,城市,丹麦电网
电话,12954,已核实,2021/12/5 20:58,2021/12/5 20:59,2021/12/5 21:20,2021/12/5 21:45,城市,比利时电网
电话,12955,已核实,2021/12/5 20:58,2021/12/5 21:00,2021/12/5 21:16,2021/12/5 21:34,郊区,意大利电网
电话,12956,已核实,2021/12/5 20:53,2021/12/5 20:54,2021/12/5 21:09,2021/12/5 21:52,城市,法国电网
电话,12957,已核实,2021/12/5 20:49,2021/12/5 20:49,2021/12/5 21:18,2021/12/5 21:22,郊区,法国电网
电话,12958,已核实,2021/12/5 20:48,2021/12/5 20:50,2021/12/5 21:18,2021/12/5 21:23,城市,比利时电网
电话,12959,已核实,2021/12/5 20:47,2021/12/5 20:48,2021/12/5 21:11,2021/12/5 21:33,郊区,比利时电网
电话,12960,已核实,2021/12/5 20:47,2021/12/5 20:47,2021/12/5 20:59,2021/12/5 21:33,城市,德国电网
网络,12961,已核实,2021/12/5 20:42,2021/12/5 20:46,2021/12/5 20:48,2021/12/5 21:11,城市,法国电网
电话,12962,已核实,2021/12/5 20:42,2021/12/5 20:42,2021/12/5 20:53,2021/12/5 21:17,城市,德国电网
电话,12963,已核实,2021/12/5 20:28,2021/12/5 20:30,2021/12/5 20:49,2021/12/5 21:01,城市,丹麦电网
电话,12964,已核实,2021/12/5 20:25,2021/12/5 20:39,2021/12/5 20:47,2021/12/5 21:15,郊区,德国电网
网络,12965,已核实,2021/12/5 20:23,2021/12/5 20:23,2021/12/5 20:42,2021/12/5 21:14,城市,荷兰电网
网络,12966,已核实,2021/12/5 20:18,2021/12/5 20:21,2021/12/5 20:23,2021/12/5 20:25,城市,法国电网
电话,12967,已核实,2021/12/5 20:17,2021/12/5 20:17,2021/12/5 20:19,2021/12/5 22:21,郊区,德国电网
电话,12968,已核实,2021/12/5 20:16,2021/12/5 20:16,2021/12/5 20:26,2021/12/5 20:48,郊区,法国电网
电话,12969,已核实,2021/12/5 20:06,2021/12/5 20:09,2021/12/5 20:29,2021/12/5 21:12,郊区,荷兰电网
电话,12970,已核实,2021/12/5 20:06,2021/12/5 20:06,2021/12/5 20:13,2021/12/5 22:25,郊区,德国电网
电话,12971,已核实,2021/12/5 19:45,2021/12/5 19:45,2021/12/5 20:06,2021/12/5 20:26,郊区,比利时电网
电话,12972,已核实,2021/12/5 19:44,2021/12/5 19:45,2021/12/5 20:03,2021/12/5 20:59,城市,比利时电网
电话,12973,已核实,2021/12/5 19:44,2021/12/5 19:44,2021/12/5 19:54,2021/12/5 20:05,城市,比利时电网
电话,12974,已核实,2021/12/5 19:40,2021/12/5 19:40,2021/12/5 19:48,2021/12/5 19:52,特殊边远山区,西班牙电网
电话,12975,已核实,2021/12/5 19:31,2021/12/5 19:32,2021/12/5 19:33,2021/12/5 20:10,郊区,德国电网
电话,12976,已核实,2021/12/5 19:31,2021/12/5 19:31,2021/12/5 19:47,2021/12/5 20:08,郊区,荷兰电网
网络,12977,已核实,2021/12/5 19:30,2021/12/5 19:33,2021/12/5 19:41,2021/12/5 19:50,城市,法国电网
电话,12978,已核实,2021/12/5 19:29,2021/12/5 19:30,2021/12/5 19:43,2021/12/5 21:11,城市,法国电网
网络,12979,已核实,2021/12/5 19:23,2021/12/5 19:29,2021/12/5 19:36,2021/12/5 19:42,城市,法国电网
电话,12980,已核实,2021/12/5 19:21,2021/12/5 19:21,2021/12/5 19:30,2021/12/5 20:05,城市,法国电网
电话,12981,已核实,2021/12/5 19:21,2021/12/5 19:21,2021/12/5 19:30,2021/12/5 20:23,郊区,比利时电网
电话,12982,已核实,2021/12/5 19:21,2021/12/5 19:21,2021/12/5 19:32,2021/12/5 20:00,城市,比利时电网
电话,12983,已核实,2021/12/5 19:18,2021/12/5 19:18,2021/12/5 19:37,2021/12/5 20:14,城市,荷兰电网
电话,12984,已核实,2021/12/5 19:17,2021/12/5 19:17,2021/12/5 19:25,2021/12/5 19:43,郊区,西班牙电网
电话,12985,已核实,2021/12/5 19:15,2021/12/5 19:15,2021/12/5 19:33,2021/12/5 20:02,城市,法国电网
网络,12986,已核实,2021/12/5 19:14,2021/12/5 19:18,2021/12/5 19:22,2021/12/5 20:03,城市,法国电网
电话,12987,已核实,2021/12/5 19:09,2021/12/5 19:09,2021/12/5 19:18,2021/12/5 19:31,郊区,法国电网
电话,12988,已核实,2021/12/5 19:09,2021/12/5 19:09,2021/12/5 19:31,2021/12/5 20:05,郊区,西班牙电网
电话,12989,已核实,2021/12/5 19:08,2021/12/5 19:08,2021/12/5 19:20,2021/12/5 19:21,城市,西班牙电网
网络,12990,已核实,2021/12/5 19:04,2021/12/5 19:09,2021/12/5 19:12,2021/12/5 19:22,城市,比利时电网
网络,12991,已核实,2021/12/5 19:03,2021/12/5 19:10,2021/12/5 19:14,2021/12/5 19:19,城市,比利时电网
电话,12992,已核实,2021/12/5 19:00,2021/12/5 19:03,2021/12/5 19:24,2021/12/5 19:27,城市,荷兰电网
电话,12993,已核实,2021/12/5 18:55,2021/12/5 19:10,2021/12/5 19:19,2021/12/5 19:28,郊区,西班牙电网
网络,12994,已核实,2021/12/5 18:55,2021/12/5 18:59,2021/12/5 19:14,2021/12/5 19:17,城市,比利时电网
网络,12995,已核实,2021/12/5 18:53,2021/12/5 18:58,2021/12/5 19:09,2021/12/5 19:13,城市,比利时电网
网络,12996,已核实,2021/12/5 18:53,2021/12/5 18:59,2021/12/5 19:10,2021/12/5 19:14,城市,比利时电网
电话,12997,已核实,2021/12/5 18:51,2021/12/5 18:53,2021/12/5 18:56,2021/12/5 19:33,郊区,丹麦电网
网络,12998,已核实,2021/12/5 18:50,2021/12/5 18:59,2021/12/5 19:14,2021/12/5 19:19,城市,比利时电网
网络,12999,已核实,2021/12/5 18:48,2021/12/5 18:50,2021/12/5 18:54,2021/12/5 18:57,城市,比利时电网
电话,13000,已核实,2021/12/5 18:43,2021/12/5 18:43,2021/12/5 18:53,2021/12/5 19:12,郊区,比利时电网
电话,13001,已核实,2021/12/5 18:43,2021/12/5 18:48,2021/12/5 18:51,2021/12/5 19:53,郊区,西班牙电网
电话,13002,已核实,2021/12/5 18:42,2021/12/5 18:43,2021/12/5 18:46,2021/12/5 18:55,城市,法国电网
网络,13003,已核实,2021/12/5 18:42,2021/12/5 18:50,2021/12/5 18:55,2021/12/5 18:56,城市,比利时电网
电话,13004,已核实,2021/12/5 18:41,2021/12/5 18:43,2021/12/5 18:58,2021/12/5 20:40,城市,比利时电网
电话,13005,已核实,2021/12/5 18:40,2021/12/5 18:41,2021/12/5 18:47,2021/12/5 19:29,郊区,德国电网
网络,13006,已核实,2021/12/5 18:40,2021/12/5 18:41,2021/12/5 19:13,2021/12/5 19:16,城市,西班牙电网
电话,13007,已核实,2021/12/5 18:39,2021/12/5 18:39,2021/12/5 18:55,2021/12/5 19:08,郊区,德国电网
网络,13008,已核实,2021/12/5 18:38,2021/12/5 18:46,2021/12/5 18:47,2021/12/5 18:59,郊区,法国电网
电话,13009,已核实,2021/12/5 18:38,2021/12/5 18:45,2021/12/5 18:48,2021/12/5 20:30,郊区,德国电网
电话,13010,已核实,2021/12/5 18:36,2021/12/5 18:38,2021/12/5 18:55,2021/12/5 19:21,郊区,德国电网
电话,13011,已核实,2021/12/5 18:33,2021/12/5 18:34,2021/12/5 18:42,2021/12/5 18:55,郊区,法国电网
网络,13012,已核实,2021/12/5 18:32,2021/12/5 18:33,2021/12/5 19:01,2021/12/5 19:44,城市,荷兰电网
电话,13013,已核实,2021/12/5 18:32,2021/12/5 18:32,2021/12/5 18:36,2021/12/5 18:53,郊区,法国电网
电话,13014,已核实,2021/12/5 18:31,2021/12/5 18:31,2021/12/5 18:59,2021/12/5 19:28,郊区,西班牙电网
网络,13015,已核实,2021/12/5 18:29,2021/12/5 18:29,2021/12/5 18:34,2021/12/5 19:12,城市,荷兰电网
电话,13016,已核实,2021/12/5 18:29,2021/12/7 10:18,2021/12/7 10:20,2021/12/7 10:28,城市,意大利电网
电话,13017,已核实,2021/12/5 18:28,2021/12/5 18:28,2021/12/5 19:10,2021/12/5 19:17,郊区,西班牙电网
电话,13018,已核实,2021/12/5 18:28,2021/12/5 18:28,2021/12/5 18:44,2021/12/5 19:09,城市,荷兰电网
电话,13019,已核实,2021/12/5 18:26,2021/12/5 18:26,2021/12/5 18:30,2021/12/5 19:00,城市,比利时电网
电话,13020,已核实,2021/12/5 18:21,2021/12/5 18:21,2021/12/5 18:44,2021/12/5 18:58,城市,荷兰电网
电话,13021,已核实,2021/12/5 18:19,2021/12/5 18:19,2021/12/5 18:30,2021/12/5 19:55,城市,法国电网
电话,13022,已核实,2021/12/5 18:18,2021/12/5 18:20,2021/12/5 18:48,2021/12/5 18:57,郊区,比利时电网
电话,13023,已核实,2021/12/5 18:18,2021/12/5 18:18,2021/12/5 18:24,2021/12/5 18:53,城市,法国电网
电话,13024,已核实,2021/12/5 18:07,,2021/12/5 18:15,2021/12/5 19:13,郊区,丹麦电网
电话,13025,已核实,2021/12/5 18:06,2021/12/5 18:06,2021/12/5 18:44,2021/12/5 19:00,郊区,法国电网
电话,13026,已核实,2021/12/5 18:03,2021/12/5 18:03,2021/12/5 19:18,2021/12/5 19:48,郊区,德国电网
电话,13027,已核实,2021/12/5 18:01,2021/12/5 18:02,2021/12/5 18:12,2021/12/5 18:25,郊区,西班牙电网
电话,13028,已核实,2021/12/5 18:01,2021/12/5 18:01,2021/12/5 18:09,2021/12/5 18:36,郊区,荷兰电网
电话,13029,已核实,2021/12/5 17:59,2021/12/5 18:04,2021/12/5 18:19,2021/12/5 18:33,城市,比利时电网
电话,13030,已核实,2021/12/5 17:55,2021/12/5 17:55,2021/12/5 18:25,2021/12/5 18:52,郊区,比利时电网
电话,13031,已核实,2021/12/5 17:53,2021/12/5 17:56,2021/12/5 18:06,2021/12/5 18:45,城市,比利时电网
电话,13032,已核实,2021/12/5 17:53,2021/12/5 17:53,2021/12/5 18:07,2021/12/5 18:45,城市,法国电网
电话,13033,已核实,2021/12/5 17:52,2021/12/5 17:53,2021/12/5 18:22,2021/12/5 18:49,郊区,德国电网
电话,13034,已核实,2021/12/5 17:48,2021/12/5 17:48,2021/12/5 17:52,2021/12/5 18:29,郊区,德国电网
电话,13035,已核实,2021/12/5 17:48,2021/12/5 17:48,2021/12/5 18:16,2021/12/5 18:28,城市,西班牙电网
电话,13036,已核实,2021/12/5 17:47,2021/12/5 17:49,2021/12/5 17:59,2021/12/5 19:03,城市,德国电网
电话,13037,已核实,2021/12/5 17:47,2021/12/5 17:54,2021/12/5 17:56,2021/12/5 18:21,郊区,西班牙电网
电话,13038,已核实,2021/12/5 17:46,2021/12/5 17:46,2021/12/5 18:11,2021/12/5 18:49,郊区,荷兰电网
电话,13039,已核实,2021/12/5 17:46,2021/12/5 18:10,2021/12/5 18:20,2021/12/5 18:28,郊区,德国电网
电话,13040,已核实,2021/12/5 17:45,2021/12/5 17:46,2021/12/5 18:06,2021/12/5 18:43,城市,比利时电网
电话,13041,已核实,2021/12/5 17:41,2021/12/5 17:41,2021/12/5 17:49,2021/12/5 17:55,城市,西班牙电网
电话,13042,已核实,2021/12/5 17:36,2021/12/5 17:38,2021/12/5 17:40,2021/12/5 17:51,城市,荷兰电网
电话,13043,已核实,2021/12/5 17:35,2021/12/5 17:35,2021/12/5 18:32,2021/12/5 19:14,郊区,比利时电网
电话,13044,已核实,2021/12/5 17:30,2021/12/5 17:31,2021/12/5 17:52,2021/12/5 18:10,郊区,比利时电网
电话,13045,已核实,2021/12/5 17:30,2021/12/5 17:30,2021/12/5 17:40,2021/12/5 18:14,郊区,法国电网
电话,13046,已核实,2021/12/5 17:30,2021/12/5 17:30,2021/12/5 17:52,2021/12/5 18:15,郊区,比利时电网
电话,13047,已核实,2021/12/5 17:29,2021/12/5 17:30,2021/12/5 17:44,2021/12/5 18:02,城市,比利时电网
电话,13048,已核实,2021/12/5 17:28,2021/12/5 17:28,2021/12/5 17:38,2021/12/5 17:50,城市,西班牙电网
电话,13049,已核实,2021/12/5 17:23,2021/12/5 17:23,2021/12/5 17:56,2021/12/5 18:10,郊区,比利时电网
网络,13050,已核实,2021/12/5 17:22,2021/12/5 17:22,2021/12/5 17:26,2021/12/5 18:07,城市,荷兰电网
网络,13051,已核实,2021/12/5 17:21,2021/12/5 17:21,2021/12/5 17:31,2021/12/5 18:09,城市,荷兰电网
电话,13052,已核实,2021/12/5 17:18,2021/12/5 17:18,2021/12/5 17:21,2021/12/5 17:31,城市,法国电网
电话,13053,已核实,2021/12/5 17:18,2021/12/5 17:18,2021/12/5 17:30,2021/12/5 17:31,城市,比利时电网
电话,13054,已核实,2021/12/5 17:17,2021/12/5 17:17,2021/12/5 17:30,2021/12/5 17:40,城市,德国电网
电话,13055,已核实,2021/12/5 17:15,2021/12/5 17:16,2021/12/5 17:23,2021/12/5 17:56,郊区,法国电网
电话,13056,已核实,2021/12/5 17:14,2021/12/5 17:14,2021/12/5 17:48,2021/12/5 18:18,郊区,西班牙电网
电话,13057,已核实,2021/12/5 17:13,2021/12/5 17:13,2021/12/5 17:23,2021/12/5 17:56,城市,荷兰电网
电话,13058,已核实,2021/12/5 17:13,2021/12/5 17:13,2021/12/5 17:25,2021/12/5 17:34,郊区,比利时电网
电话,13059,已核实,2021/12/5 17:05,2021/12/5 17:05,2021/12/5 17:23,2021/12/5 18:00,城市,比利时电网
电话,13060,已核实,2021/12/5 17:04,2021/12/5 17:04,2021/12/5 17:23,2021/12/5 17:58,郊区,法国电网
电话,13061,已核实,2021/12/5 17:02,2021/12/5 17:33,2021/12/5 17:40,2021/12/5 17:41,郊区,丹麦电网
电话,13062,已核实,2021/12/5 17:02,2021/12/5 17:02,2021/12/5 17:13,2021/12/5 17:27,城市,德国电网
电话,13063,已核实,2021/12/5 17:01,2021/12/5 17:07,2021/12/5 17:13,2021/12/5 17:51,郊区,德国电网
网络,13064,已核实,2021/12/5 16:58,2021/12/5 17:02,2021/12/5 17:19,2021/12/5 17:20,城市,法国电网
网络,13065,已核实,2021/12/5 16:58,2021/12/5 17:02,2021/12/5 17:18,2021/12/5 17:20,城市,法国电网
电话,13066,已核实,2021/12/5 16:58,2021/12/5 16:58,2021/12/5 17:13,2021/12/5 17:27,城市,荷兰电网
电话,13067,已核实,2021/12/5 16:57,2021/12/5 16:57,2021/12/5 17:01,2021/12/5 17:22,城市,法国电网
电话,13068,已核实,2021/12/5 16:57,2021/12/5 16:57,2021/12/5 17:17,2021/12/5 17:57,特殊边远山区,荷兰电网
电话,13069,已核实,2021/12/5 16:54,2021/12/5 16:55,2021/12/5 17:14,2021/12/5 17:45,郊区,法国电网
电话,13070,已核实,2021/12/5 16:53,2021/12/5 16:53,2021/12/5 17:06,2021/12/5 17:33,郊区,法国电网
电话,13071,已核实,2021/12/5 16:51,2021/12/5 16:51,2021/12/5 16:58,2021/12/5 17:21,郊区,法国电网
电话,13072,已核实,2021/12/5 16:43,2021/12/5 16:43,2021/12/5 16:56,2021/12/5 18:01,郊区,法国电网
电话,13073,已核实,2021/12/5 16:38,2021/12/5 16:38,2021/12/5 16:50,2021/12/5 17:03,城市,德国电网
网络,13074,已核实,2021/12/5 16:34,2021/12/5 16:39,2021/12/5 16:41,2021/12/5 16:43,城市,比利时电网
网络,13075,已核实,2021/12/5 16:34,2021/12/5 16:41,2021/12/5 16:46,2021/12/5 16:55,城市,比利时电网
网络,13076,已核实,2021/12/5 16:33,2021/12/5 16:33,2021/12/5 17:01,2021/12/5 17:25,城市,荷兰电网
网络,13077,已核实,2021/12/5 16:32,2021/12/5 16:32,2021/12/5 17:01,2021/12/5 17:24,城市,荷兰电网
电话,13078,已核实,2021/12/5 16:22,2021/12/5 16:22,2021/12/5 16:27,2021/12/5 17:20,郊区,比利时电网
电话,13079,已核实,2021/12/5 16:21,2021/12/5 16:21,2021/12/5 16:43,2021/12/5 18:10,郊区,比利时电网
电话,13080,已核实,2021/12/5 16:21,2021/12/5 16:24,2021/12/5 16:28,2021/12/5 17:16,郊区,西班牙电网
电话,13081,已核实,2021/12/5 16:20,2021/12/5 16:28,2021/12/5 16:30,2021/12/5 17:11,郊区,德国电网
网络,13082,已核实,2021/12/5 16:17,2021/12/5 16:20,2021/12/5 16:31,2021/12/5 16:47,城市,德国电网
电话,13083,已核实,2021/12/5 16:15,2021/12/5 16:15,2021/12/5 16:23,2021/12/5 16:49,城市,荷兰电网
电话,13084,已核实,2021/12/5 16:15,2021/12/5 16:15,2021/12/5 16:25,2021/12/5 16:57,郊区,法国电网
电话,13085,已核实,2021/12/5 16:14,2021/12/5 16:14,2021/12/5 16:37,2021/12/5 17:05,城市,比利时电网
电话,13086,已核实,2021/12/5 16:12,2021/12/5 16:13,2021/12/5 16:22,2021/12/5 16:24,城市,西班牙电网
电话,13087,已核实,2021/12/5 16:11,2021/12/5 16:11,2021/12/5 16:18,2021/12/5 17:17,郊区,比利时电网
电话,13088,已核实,2021/12/5 16:10,2021/12/5 16:10,2021/12/5 16:30,2021/12/5 16:31,城市,荷兰电网
电话,13089,已核实,2021/12/5 16:09,2021/12/5 16:09,2021/12/5 16:43,2021/12/5 18:01,郊区,比利时电网
电话,13090,已核实,2021/12/5 15:57,2021/12/5 15:57,2021/12/5 16:01,2021/12/5 16:32,郊区,比利时电网
电话,13091,已核实,2021/12/5 15:56,2021/12/5 15:56,2021/12/5 16:08,2021/12/5 16:18,城市,西班牙电网
网络,13092,已核实,2021/12/5 15:56,2021/12/5 16:02,2021/12/5 16:04,2021/12/5 16:17,城市,法国电网
网络,13093,已核实,2021/12/5 15:54,2021/12/5 16:25,2021/12/5 16:26,2021/12/5 16:27,郊区,德国电网
网络,13094,已核实,2021/12/5 15:52,2021/12/5 16:01,2021/12/5 16:23,2021/12/5 16:24,郊区,德国电网
电话,13095,已核实,2021/12/5 15:51,2021/12/5 15:51,2021/12/5 16:08,2021/12/5 16:48,城市,比利时电网
电话,13096,已核实,2021/12/5 15:48,2021/12/5 15:50,2021/12/5 16:03,2021/12/5 17:32,城市,丹麦电网
电话,13097,已核实,2021/12/5 15:46,2021/12/5 15:46,2021/12/5 16:03,2021/12/5 16:09,城市,法国电网
电话,13098,已核实,2021/12/5 15:44,2021/12/5 15:45,2021/12/5 16:03,2021/12/5 16:09,城市,西班牙电网
电话,13099,已核实,2021/12/5 15:41,2021/12/5 15:41,2021/12/5 15:56,2021/12/5 16:34,郊区,荷兰电网
电话,13100,已核实,2021/12/5 15:36,2021/12/5 15:37,2021/12/5 15:40,2021/12/5 16:06,郊区,法国电网
电话,13101,已核实,2021/12/5 15:35,2021/12/5 15:36,2021/12/5 15:57,2021/12/5 16:04,城市,比利时电网
电话,13102,已核实,2021/12/5 15:27,2021/12/5 15:35,2021/12/5 15:51,2021/12/5 15:53,郊区,西班牙电网
电话,13103,已核实,2021/12/5 15:25,2021/12/5 15:28,2021/12/5 15:37,2021/12/5 16:11,郊区,荷兰电网
电话,13104,已核实,2021/12/5 15:20,2021/12/5 15:53,2021/12/5 15:55,2021/12/5 16:00,郊区,西班牙电网
电话,13105,已核实,2021/12/5 15:19,2021/12/5 15:19,2021/12/5 15:22,2021/12/5 16:22,郊区,法国电网
电话,13106,已核实,2021/12/5 15:16,2021/12/5 15:16,2021/12/5 15:44,2021/12/5 15:57,城市,比利时电网
电话,13107,已核实,2021/12/5 15:10,2021/12/5 15:21,2021/12/5 15:34,2021/12/5 16:14,城市,德国电网
电话,13108,已核实,2021/12/5 15:09,2021/12/5 15:12,2021/12/5 15:13,2021/12/5 16:37,郊区,德国电网
网络,13109,已核实,2021/12/5 15:09,2021/12/5 15:09,2021/12/5 15:14,2021/12/5 16:05,城市,荷兰电网
网络,13110,已核实,2021/12/5 15:08,2021/12/5 15:12,2021/12/5 15:16,2021/12/5 16:16,城市,法国电网
电话,13111,已核实,2021/12/5 15:06,2021/12/5 15:08,2021/12/5 15:35,2021/12/5 15:50,城市,比利时电网
电话,13112,已核实,2021/12/5 15:02,2021/12/5 15:02,2021/12/5 15:03,2021/12/5 16:02,城市,荷兰电网
电话,13113,已核实,2021/12/5 14:52,2021/12/5 14:59,2021/12/5 15:06,2021/12/5 15:20,郊区,法国电网
电话,13114,已核实,2021/12/5 14:50,2021/12/5 14:51,2021/12/5 15:02,2021/12/5 15:09,城市,德国电网
网络,13115,已核实,2021/12/5 14:49,2021/12/5 14:54,2021/12/5 15:00,2021/12/5 15:58,城市,法国电网
电话,13116,已核实,2021/12/5 14:45,2021/12/5 14:46,2021/12/5 14:57,2021/12/5 16:17,城市,比利时电网
网络,13117,已核实,2021/12/5 14:43,2021/12/5 14:46,2021/12/5 14:49,2021/12/5 14:51,郊区,法国电网
电话,13118,已核实,2021/12/5 14:42,2021/12/5 14:42,2021/12/5 14:56,2021/12/5 15:20,郊区,意大利电网
电话,13119,已核实,2021/12/5 14:42,2021/12/5 14:46,2021/12/5 14:50,2021/12/5 15:07,郊区,荷兰电网
电话,13120,已核实,2021/12/5 14:40,2021/12/5 14:44,2021/12/5 15:06,2021/12/5 15:29,城市,德国电网
电话,13121,已核实,2021/12/5 14:38,2021/12/5 14:50,2021/12/5 15:01,2021/12/5 15:37,城市,丹麦电网
